vegtype,auc_025_val,auc_100_val,prop_same,tss,tss_ppt_025,tss_ppt_100,tss_pptr_025,tss_pptr_100,prop_same_ppt_025,prop_same_ppt_100,prop_same_pptr_025,prop_same_pptr_100,prop_present_100,prop_present_obs,auc_ppt,auc_ptr,fold
mch,0.84,0.82,0.46,0.6,0.19,0.13,0.33,0.29,0.16,0.13,0.28,0.25,0.11,0.11,0.78,0.79,386
mhw,0.67,0.71,0.3,0.37,0.33,0.19,0.14,0.32,0.24,0.18,0.16,0.27,0.16,0.16,0.73,0.77,386
smc,0.77,0.75,0.51,0.6,0.33,0.55,0.33,0.58,0.29,0.47,0.32,0.51,0.15,0.15,0.79,0.82,386
mch,0.83,0.81,0.32,0.42,0.31,0.11,0.26,0.08,0.24,0.11,0.24,0.11,0.11,0.11,0.79,0.73,387
mhw,0.73,0.74,0.26,0.32,0.13,0.14,0.29,0.42,0.14,0.14,0.25,0.35,0.16,0.16,0.77,0.8,387
smc,0.78,0.75,0.49,0.64,0.43,0.6,0.34,0.37,0.32,0.42,0.28,0.3,0.15,0.15,0.78,0.81,387
mch,0.83,0.81,0.31,0.41,0.17,0.07,0.26,0.22,0.17,0.1,0.25,0.2,0.11,0.11,0.78,0.76,388
mhw,0.71,0.75,0.24,0.31,0.36,0.16,0,0.21,0.26,0.16,0.09,0.22,0.16,0.16,0.75,0.73,388
smc,0.78,0.77,0.22,0.29,0.25,0.37,0.22,0.2,0.23,0.26,0.23,0.19,0.15,0.15,0.73,0.79,388
mch,0.79,0.78,0.45,0.57,0.2,0.08,0.2,0.05,0.17,0.11,0.18,0.09,0.11,0.11,0.75,0.77,389
mhw,0.71,0.72,0.27,0.31,0.26,0.13,0.31,0.47,0.24,0.16,0.28,0.4,0.16,0.16,0.74,0.77,389
smc,0.77,0.75,0.25,0.31,0.28,0.37,0.28,0.2,0.23,0.29,0.27,0.18,0.15,0.15,0.72,0.8,389
mch,0.83,0.81,0.36,0.47,0.28,0.15,0.37,0.26,0.21,0.14,0.28,0.21,0.11,0.11,0.78,0.78,390
mhw,0.71,0.72,0.32,0.36,0.16,0.08,0.22,0.33,0.2,0.14,0.22,0.31,0.16,0.16,0.74,0.78,390
smc,0.79,0.75,0.4,0.45,0.38,0.51,0.09,0.07,0.33,0.39,0.15,0.12,0.15,0.15,0.79,0.83,390
mch,0.83,0.81,0.4,0.54,0.14,0.13,0.35,0.36,0.14,0.13,0.27,0.27,0.11,0.11,0.78,0.77,391
mhw,0.71,0.73,0.28,0.31,0.29,0.16,0.26,0.47,0.24,0.16,0.25,0.38,0.16,0.16,0.74,0.8,391
smc,0.78,0.76,0.19,0.22,0.21,0.41,0.3,0.16,0.18,0.33,0.27,0.17,0.15,0.15,0.77,0.82,391
mch,0.83,0.8,0.47,0.61,0.26,0.16,0.34,0.21,0.2,0.14,0.28,0.19,0.11,0.11,0.79,0.77,392
mhw,0.72,0.73,0.24,0.26,0.11,0.05,0.25,0.4,0.15,0.11,0.23,0.34,0.16,0.16,0.73,0.78,392
smc,0.78,0.75,0.66,0.75,0.48,0.56,0.45,0.45,0.36,0.43,0.36,0.37,0.15,0.15,0.79,0.82,392
mch,0.84,0.82,0.54,0.67,0.16,0.11,0.39,0.39,0.16,0.13,0.32,0.3,0.11,0.11,0.78,0.78,393
mhw,0.73,0.74,0.31,0.4,0.24,0.11,0.24,0.5,0.2,0.15,0.22,0.41,0.16,0.16,0.76,0.78,393
smc,0.79,0.76,0.48,0.56,0.18,0.33,0.23,0.3,0.17,0.28,0.2,0.24,0.15,0.15,0.79,0.82,393
mch,0.84,0.82,0.31,0.41,0.09,0.09,0.46,0.16,0.11,0.1,0.34,0.14,0.11,0.11,0.79,0.78,394
mhw,0.7,0.72,0.25,0.31,0.1,0.06,0.24,0.55,0.14,0.1,0.22,0.45,0.16,0.16,0.74,0.79,394
smc,0.78,0.74,0.36,0.48,0.28,0.48,0.2,0.31,0.22,0.37,0.19,0.27,0.15,0.15,0.8,0.79,394
mch,0.85,0.82,0.48,0.59,0.36,0.23,0.48,0.35,0.26,0.19,0.37,0.28,0.11,0.11,0.79,0.81,395
mhw,0.71,0.73,0.27,0.33,0.13,0.09,0.08,0.31,0.19,0.15,0.13,0.3,0.16,0.16,0.75,0.77,395
smc,0.79,0.75,0.45,0.53,0.5,0.54,0.18,0.15,0.4,0.41,0.21,0.17,0.15,0.15,0.79,0.83,395
mch,0.82,0.8,0.53,0.65,0.3,0.2,0.35,0.25,0.23,0.17,0.31,0.24,0.11,0.11,0.78,0.75,396
mhw,0.71,0.73,0.27,0.32,0.28,0.03,0.31,0.53,0.23,0.1,0.27,0.41,0.16,0.16,0.72,0.79,396
smc,0.78,0.75,0.74,0.83,0.54,0.55,0.43,0.46,0.42,0.44,0.36,0.38,0.15,0.15,0.78,0.81,396
mch,0.83,0.81,0.53,0.66,0.2,0.15,0.38,0.28,0.18,0.15,0.31,0.24,0.11,0.11,0.78,0.78,397
mhw,0.7,0.72,0.28,0.31,0.37,0.11,0.2,0.5,0.3,0.16,0.2,0.41,0.16,0.16,0.71,0.78,397
smc,0.77,0.75,0.73,0.82,0.5,0.54,0.41,0.44,0.39,0.43,0.35,0.37,0.15,0.15,0.79,0.81,397
mch,0.83,0.81,0.53,0.65,0.3,0.2,0.44,0.35,0.24,0.19,0.41,0.32,0.11,0.11,0.8,0.77,398
mhw,0.68,0.7,0.43,0.52,0.08,0.05,0.31,0.49,0.13,0.13,0.27,0.4,0.16,0.16,0.74,0.78,398
smc,0.78,0.75,0.45,0.59,0.56,0.39,0.45,0.42,0.44,0.29,0.34,0.34,0.15,0.15,0.78,0.81,398
mch,0.83,0.81,0.54,0.65,0.18,0.13,0.37,0.3,0.17,0.14,0.36,0.28,0.11,0.11,0.78,0.77,399
mhw,0.69,0.71,0.38,0.47,0.08,0.1,0.36,0.57,0.13,0.14,0.29,0.48,0.16,0.16,0.75,0.78,399
smc,0.77,0.74,0.52,0.66,0.64,0.48,0.55,0.48,0.51,0.37,0.43,0.4,0.15,0.15,0.76,0.8,399
mch,0.84,0.82,0.4,0.51,0.17,0.11,0.45,0.34,0.15,0.12,0.36,0.26,0.11,0.11,0.77,0.78,400
mhw,0.71,0.72,0.27,0.34,0.28,0.08,0.19,0.53,0.22,0.14,0.18,0.42,0.16,0.16,0.75,0.8,400
smc,0.79,0.76,0.19,0.19,0.19,0.45,0.26,0.31,0.17,0.36,0.22,0.26,0.15,0.15,0.78,0.79,400
mch,0.84,0.81,0.23,0.3,0.17,0.07,0.17,0.14,0.15,0.09,0.17,0.14,0.11,0.11,0.77,0.73,401
mhw,0.69,0.74,0.36,0.45,0.44,0.22,0.06,0.26,0.3,0.19,0.12,0.24,0.16,0.16,0.74,0.76,401
smc,0.77,0.74,0.31,0.42,0.27,0.35,0.3,0.4,0.21,0.27,0.27,0.3,0.15,0.15,0.73,0.79,401
mch,0.84,0.81,0.41,0.54,0.27,0.16,0.39,0.21,0.19,0.13,0.31,0.17,0.11,0.11,0.8,0.78,402
mhw,0.71,0.73,0.3,0.34,0.26,0.04,0.26,0.43,0.22,0.11,0.24,0.37,0.16,0.16,0.72,0.78,402
smc,0.77,0.74,0.64,0.74,0.43,0.49,0.35,0.37,0.32,0.38,0.28,0.31,0.15,0.15,0.8,0.81,402
mch,0.84,0.82,0.45,0.59,0.2,0.14,0.29,0.24,0.17,0.13,0.26,0.22,0.11,0.11,0.78,0.78,403
mhw,0.67,0.71,0.31,0.4,0.33,0.19,0.15,0.31,0.25,0.18,0.16,0.27,0.16,0.16,0.73,0.77,403
smc,0.77,0.75,0.49,0.59,0.31,0.55,0.32,0.58,0.28,0.47,0.31,0.51,0.15,0.15,0.79,0.83,403
mch,0.86,0.82,0.28,0.39,0.19,0.08,0.44,0.31,0.15,0.09,0.33,0.22,0.11,0.11,0.78,0.79,404
mhw,0.71,0.73,0.24,0.24,0.02,0.12,0.07,0.42,0.07,0.13,0.12,0.33,0.16,0.16,0.77,0.8,404
smc,0.77,0.74,0.5,0.61,0.29,0.45,0.23,0.37,0.22,0.34,0.21,0.31,0.15,0.15,0.78,0.82,404
mch,0.83,0.81,0.38,0.52,-0,0.08,0.33,0.2,0.06,0.1,0.29,0.17,0.11,0.11,0.76,0.78,405
mhw,0.7,0.72,0.33,0.36,0.22,0.16,0.27,0.57,0.21,0.15,0.27,0.49,0.16,0.16,0.75,0.8,405
smc,0.77,0.74,0.33,0.42,0.28,0.6,0.21,0.26,0.22,0.47,0.2,0.22,0.15,0.15,0.79,0.84,405
mch,0.84,0.82,0.56,0.67,0.35,0.25,0.49,0.39,0.26,0.2,0.38,0.31,0.11,0.11,0.79,0.81,406
mhw,0.7,0.73,0.24,0.28,0.2,0.11,0.03,0.3,0.22,0.17,0.11,0.29,0.16,0.16,0.75,0.77,406
smc,0.78,0.75,0.62,0.73,0.6,0.56,0.35,0.37,0.46,0.44,0.32,0.32,0.15,0.15,0.78,0.81,406
mch,0.83,0.81,0.39,0.51,0.27,0.14,0.35,0.16,0.22,0.12,0.29,0.15,0.11,0.11,0.79,0.78,407
mhw,0.73,0.74,0.26,0.29,0.12,0.14,0.28,0.42,0.13,0.14,0.24,0.35,0.16,0.16,0.77,0.79,407
smc,0.78,0.75,0.55,0.69,0.46,0.6,0.46,0.49,0.34,0.43,0.35,0.37,0.15,0.15,0.79,0.81,407
mch,0.84,0.82,0.36,0.48,0.19,0.14,0.28,0.09,0.16,0.13,0.27,0.12,0.11,0.11,0.79,0.76,408
mhw,0.72,0.73,0.21,0.25,0.03,0.09,0.2,0.45,0.11,0.12,0.2,0.35,0.16,0.16,0.76,0.79,408
smc,0.78,0.76,0.45,0.58,0.28,0.58,0.32,0.39,0.22,0.42,0.26,0.33,0.15,0.15,0.79,0.81,408
mch,0.86,0.83,0.33,0.46,0.3,0.13,0.43,0.24,0.22,0.12,0.33,0.18,0.11,0.11,0.79,0.78,409
mhw,0.7,0.73,0.22,0.2,0.04,0.11,0.07,0.43,0.09,0.13,0.12,0.33,0.16,0.16,0.77,0.78,409
